Date,Open,High,Low,Close,Adj Close,Volume
2004-08-25,134.500000,135.000000,122.375000,123.437500,54.327061,52290472
2004-08-26,124.087502,124.587502,121.912498,122.318748,53.834679,17944128
2004-08-27,122.806252,122.806252,119.818748,120.293747,52.943459,12026536
2004-08-30,120.962502,123.718750,120.625000,123.281250,54.258308,8998552
2004-08-31,123.625000,123.750000,122.000000,123.493752,54.351841,9080528
2004-09-01,123.562500,124.362503,122.937500,123.474998,54.343582,7890560
2004-09-02,123.500000,125.606247,123.500000,124.181252,54.654423,8403160
2004-09-03,124.500000,125.031250,123.718750,124.743752,54.901997,4210528
2004-09-06,124.750000,125.606247,124.143753,124.375000,54.739674,3214624
2004-09-07,124.625000,125.000000,124.287498,124.418747,54.758942,2109160
2004-09-08,124.750000,125.000000,123.906250,124.187500,54.657169,2063624
2004-09-09,124.125000,124.750000,122.281250,122.500000,53.914474,3299528
2004-09-10,122.531250,123.750000,122.375000,123.593750,54.395840,2399992
2004-09-13,123.925003,126.956253,123.875000,125.506248,55.237572,7425632
2004-09-14,127.000000,127.349998,125.443748,126.931252,55.864754,6454456
2004-09-15,127.125000,127.487503,125.125000,125.712502,55.328342,4345552
2004-09-16,126.000000,126.875000,125.375000,126.012497,55.460381,3460584
2004-09-17,126.750000,128.687500,126.375000,128.012497,56.340611,5742528
2004-09-20,129.006256,129.750000,127.500000,127.856247,56.271832,4083632
2004-09-21,128.125000,131.125000,127.875000,130.699997,57.523434,5884048
2004-09-22,131.250000,132.000000,129.656250,131.493744,57.872784,7190504
2004-09-23,130.581253,131.000000,128.375000,128.681244,56.634926,6421576
2004-09-24,128.875000,130.000000,128.256256,128.618744,56.607437,3121256
2004-09-27,128.750000,129.031250,126.875000,127.500000,56.115044,3451248
2004-09-28,128.000000,128.475006,126.518753,126.893753,55.848244,3153232
2004-09-29,127.974998,129.081253,127.137497,128.781250,56.678967,3906152
2004-09-30,129.043747,130.087494,128.000000,128.387497,56.505661,4301016
2004-10-01,128.725006,132.056244,128.375000,131.031250,57.669228,3935576
2004-10-04,131.875000,135.125000,131.625000,134.600006,59.239914,4923880
2004-10-05,135.000000,136.137497,134.449997,135.024994,59.426949,6082408
2004-10-06,135.000000,137.875000,134.406250,135.143753,59.479229,6531248
2004-10-07,135.625000,137.437500,135.500000,137.093750,60.337418,3649720
2004-10-08,136.837494,138.750000,136.625000,137.225006,60.395218,3654648
2004-10-11,138.250000,149.750000,135.712494,136.175003,59.933094,4682816
2004-10-12,138.125000,142.500000,134.800003,135.631256,59.693737,6870840
2004-10-13,135.631256,135.631256,135.631256,135.631256,59.693737,0
2004-10-14,137.250000,140.493744,136.125000,139.574997,61.429482,7189280
2004-10-15,140.250000,142.593750,139.625000,140.762497,61.952133,7321744
2004-10-18,141.500000,142.737503,140.750000,142.212494,62.590290,5578448
2004-10-19,142.512497,143.500000,141.781250,142.556244,62.741596,3409984
2004-10-20,143.125000,143.612503,140.887497,141.387497,62.227196,2659008
2004-10-21,141.875000,142.300003,140.250000,140.662506,61.908142,2150976
2004-10-22,140.662506,140.662506,140.662506,140.662506,61.908142,0
2004-10-25,140.649994,140.737503,138.875000,139.543747,61.415714,2780984
2004-10-26,139.543747,142.500000,139.500000,142.024994,62.507755,2936112
2004-10-27,142.500000,143.500000,141.875000,142.500000,62.716843,2854880
2004-10-28,143.500000,146.875000,142.875000,145.831253,65.563240,6648960
2004-10-29,147.375000,147.375000,143.500000,144.293747,64.872002,2409008
2004-11-01,144.793747,146.656250,142.750000,146.193756,65.726227,1910072
2004-11-02,147.000000,147.493744,144.274994,144.831253,65.113716,2774936
2004-11-03,144.375000,148.050003,144.375000,147.118744,66.142075,3112864
2004-11-04,148.125000,148.500000,146.187500,146.468750,65.849861,1876712
2004-11-05,146.875000,147.500000,145.000000,145.487503,65.408722,2061232
2004-11-08,145.375000,148.743744,145.375000,148.050003,66.560768,3121096
2004-11-09,147.300003,149.712494,147.125000,148.493744,66.760284,2550680
2004-11-10,148.750000,149.987503,148.631256,149.225006,67.089035,1544472
2004-11-11,149.750000,150.362503,149.000000,149.668747,67.288536,1778392
